Systema(c,Raw,Common,Genbank,Column5,Gene SymboDescrip(on,,
1416023_at,17.01587,Mdgi,NM_010174,Fabp3,"faVy acid binding protein 3, muscle and heart",,
1435216_a_at,16.93131,Odf2,BF319642,null,Outer dense fiber of sperm tails 2,,
1439463_x_at,16.82222,LOC666836,AV127023,null,High mobility group protein 1?like,,
1439435_x_at,16.79539,Pgk1,BB411302,null,Phosphoglycerate kinase 1,,
1435733_x_at,16.77877,Rnaseh2c,AI646809,null,"Ribonuclease H2, subunit C",,
1455951_at,16.75932,MTRNS,BM211104 ,Mars1,methionine?tRNA synthetase,,
1438638_x_at,16.74782,1700027J05Rik,BB195788,null,"BB195788 RIKEN full?length enriched, adult male spinal cord Mus musculus cDNA clone A330091A19 3', mRNA sequence.",,
1447897_x_at,16.73305,Josd3,AV019615,Taf1d,"AV019615 Mus musculus 18?day embryo C57BL/6J Mus musculus cDNA clone 1190010L24, mRNA sequence.",,
1436971_x_at,16.63489,Gnas,BB100384,null,"BB100384 RIKEN full?length enriched, 12 days embryo, embryonic body between diaphragm region similar to phospholipase A2",,
1434137_x_at,16.61235,1810010M01Rik,BI792151,null,RIKEN cDNA 1810010M01 gene,,
1415895_at,16.60829,SMN,NM_013670,Snrpn,small nuclear ribonucleoprotein N,,
1447842_x_at,16.59119,Pip5k1c,AV143687,null,"AV143687 Mus musculus C57BL/6J 10?11 day embryo Mus musculus cDNA clone 2810431M06, mRNA sequence.",,
1424584_a_at,16.56675,4432417N03Rik,BC024698,Ranbp10,RAN binding protein 10,,
1455691_at,16.49589,C4b,BB819703,null,Complement component 4B (Childo blood group),,
1459701_x_at,16.47684,null,AI467488,null,"vd58e01.x1 Knowles Solter mouse blastocyst B1 Mus musculus cDNA clone IMAGE:804792 3', mRNA sequence.",,
1420623_x_at,16.47213,Hsc70,BC006722,Hspa8,heat shock protein 8,,
1453415_at,16.43308,Zc3hdc6,AK014355,Zc3h6,zinc finger CCCH type containing 6,,
1454948_at,16.40619,Hausp,BB354576,Usp7,ubiqui(n specific pep(dase 7,,
1422881_s_at,16.38029,Sypl,BE333485,Sypl1,Synaptophysin?like protein,,
1437546_at,16.35103,Ormdl2,BB044517,null,ORM1?like 2 (S. cerevisiae),,
1455106_a_at,16.32094,Ckb,BG967663,null,"Transcribed locus, strongly similar to NP_036661.2",,
1439017_x_at,16.30484,Adipor1,AV301634,null,Adiponec(n receptor 1,,
1431997_at,16.28268,GAPDH?like,AK013857,3000002C10Rik,3000002C10RIKEN cDNA 3000002C10 gene Gapdh pseudogene,,
1423564_a_at,16.236,AIRC,BM207712 ,Paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase",,
1431648_at,16.22777,4930528F23Rik,AK015924,Meiob,4930528F23RIKEN cDNA 4930528F23 gene,,
1424064_at,16.18979,1110011F09Rik,BC016408,Rab1b,"RAB1B, member RAS oncogene family",,
1455640_a_at,16.14249,Hspa5,AV053127,null,"AV053127 Mus musculus pancreas C57BL/6J adult Mus musculus cDNA clone 1810025B13, mRNA sequence.",,
1460181_at,16.03782,Sclip,NM_009133,Stmn3,stathmin?like 3,,
1416911_a_at,16.023,6330407G11Rik,NM_0234236330407G11RIKEN cDNA 6330407G11 gene,Akirin1,null,,
1427816_at,16.00262,SC35; Sfrs2,U14648,Srsf2,"splicing factor, arginine/serine?rich 2 (SC?35)",,
1440132_s_at,16.00055,Prkar1b,BB283894,null,"Protein kinase, cAMP dependent regulatory, type I beta",,
1425003_at,15.98801,AI265605,BC022133,Uroc1,urocanase domain containing 1,,
1455713_x_at,15.98778,Phb2,BB791424,null,Prohibi(n 2,,
1435221_at,15.98718,Foxp1,BM220880,null,Forkhead box P1,,
1433792_at,15.97955,NIX1,AW491344 ,Nrip2,nuclear receptor interac(ng protein 2,,
1434371_x_at,15.885,Hausp,BB354576,Usp7,ubiqui(n specific pep(dase 7,,
1451470_s_at,15.8546,Eif4d,BC024899,Eif5a,eukaryo(c transla(on ini(a(on factor 5A,,
1440928_at,15.8502,D630037F22Rik,AV252126,Tbc1d32,RIKEN cDNA D630037F22 gene,,
1449676_at,15.76724,Rab2,C80220,Rab2a,"RAB2, member RAS oncogene family",,
1456567_x_at,15.72475,Grn,BB000455,null,Granulin,,
1415757_at,15.71062,Gbf1,BM948896,null,Golgi?specific brefeldin A?resistance factor 1,,
1422525_at,15.69229,Lfm1,NM_007507,Atp5me,"ATP synthase, H+ transpor(ng, mitochondrial F1F0 complex, subunit e",,
1417428_at,15.68424,Gng3,NM_010316Gng3,null,"guanine nucleo(de binding protein (G protein), gamma 3 subunit",,
1448233_at,15.64346,PrP,BE630020,Prnp,prion protein,,
1420532_at,15.64072,Acvri1,NM_015823,Magi2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",,
1441737_s_at,15.59845,Rassf1,BB757103,null,Ras associa(on (RalGDS/AF?6) domain family 1,,
1448570_at,15.59224,C79176,BG228815,Mag,"glia matura(on factor, beta",,
1442134_at,15.58759,Prr11,BB815146,null,Proline rich 11,,
1448405_a_at,15.57351,Cri1,BC010712,Eid1,EP300 interac(ng inhibitor of differen(a(on 1,,
1420219_at,15.44832,4930461P20Rik,BB192718,Dnajc21,RIKEN cDNA 4930461P20 gene,,
1456292_a_at,15.42829,Vim,AV147875,null,Vimen(n,,
1416123_at,15.41815,Vin1,NM_009829,Ccnd2,cyclin D2,,
1456581_x_at,15.40691,Gdi2,BB041157,null,Guanosine diphosphate (GDP) dissocia(on inhibitor 2,,
1448292_at,15.32777,AL022707,NM_025650,Uqcr11,ubiquinol?cytochrome c reductase (6.4kD) subunit,,
1433984_a_at,15.29813,Mdh2,AV016940,null,"Malate dehydrogenase 2, NAD (mitochondrial)",,
1435178_x_at,15.26749,Anpc5,BF019960,Anapc5,anaphase?promo(ng complex subunit 5,,
1435869_s_at,15.26509,Ap2a2,BQ175609,null,"Adaptor protein complex AP?2, alpha 2 subunit",,
1416183_a_at,15.20463,Ldh2,NM_008492,Ldhb,lactate dehydrogenase B,,
1456528_x_at,15.20427,Ncl,AU017074,null,"AU017074 Mouse two?cell stage embryo cDNA Mus musculus cDNA clone J0733H08 3', mRNA sequence.",,
1440517_x_at,15.17994,Cmah,BB667991,null,"BB667991 RIKEN full?length enriched, 2 days neonate thymus thymic cells Mus musculus cDNA clone C920028L09 3', mRNA sequence.",,
1419386_at,15.17557,Lrrp,NM_010739,Muc13,"mucin 13, epithelial transmembrane",,
1417059_at,15.15642,Kcp2,NM_025327,Krtcap2,kera(nocyte associated protein 2,,
1439461_x_at,15.14143,Nsmce4a,AV151371,null,Non?SMC element 4 homolog A (S. cerevisiae),,
1456377_x_at,15.06583,0610025L06Rik,AV010467,Limd2,"AV010467 Mus musculus 18?day embryo C57BL/6J Mus musculus cDNA clone 1110027H02, mRNA sequence.",,
1416221_at,15.04856,Fstl,BI452727,Fstl1,follista(n?like 1,,
1415741_at,15.03382,Tparl,NM_011626,Tmem165,transmembrane protein 165,,
1454797_at,15.01709,BC039161,AW556098 ,Pip4p1,transmembrane protein 55b,,
1455976_x_at,14.98448,Dbi,AV019984,null,Diazepam binding inhibitor,,
1422891_at,14.96636,Ia3,U13648,H2-Ea,"histocompa(bility 2, class II an(gen E alpha",,
1438223_at,14.8357,null,BG065705,null,"H3034C08?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3034C08 3', mRNA sequence.",,
1455719_at,14.81497,Tubb5,BG064086,null,"Tubulin, beta 5",,
1417366_s_at,14.78008,CaM,AU079514,Calm1,calmodulin 1,,
1417023_a_at,14.76642,Ap2,NM_024406,Fabp4,"faVy acid binding protein 4, adipocyte",,
1456700_x_at,14.76105,Marcks,BB100920,null,"BB100920 RIKEN full?length enriched, 12 days embryo, embryonic body between diaphragm cDNA clone similar to AL117624",,
1440152_x_at,14.71363,Edf1,AV003223,null,Endothelial differen(a(on?related factor 1,,
1438376_s_at,14.70998,Trim27,BB290427,null,Tripar(te mo(f protein 27,,
1427326_at,14.7052,4833439L19Rik,BB489450,null,RIKEN cDNA 4833439L19 gene,,
1435277_x_at,14.69988,Nme2,AV156640,null,"Expressed in non?metasta(c cells 2, protein",,
1447793_x_at,14.69132,Rbx1,BB560802,null,"BB560802 RIKEN full?length enriched, 10 days neonate olfactory brain Mus musculus cDNA clone E530116F06 3', mRNA sequence.",,
1448190_at,14.69114,0610009M10Rik,NM_025796,Mrpl33,mitochondrial ribosomal protein L33,,
1454703_x_at,14.67437,Snord22,BF163381,null,"601771740F1 NCI_CGAP_Lu29 Mus musculus cDNA clone IMAGE:3991137 5', mRNA sequence.",,
1447005_at,14.67236,null,BE991564,null,Transcribed locus,,
1436829_at,14.66199,Trim67,BB667112,null,Tripar(te mo(f?containing 67,,
1443752_at,14.63999,E230008N13Rik,BB139156,Ccdc180,RIKEN cDNA E230008N13 gene,,
1438943_x_at,14.62149,Rpn1,AV308148,null,Ribophorin I,,
1423280_at,14.58957,SCG10,BM115022 ,Stmn2,stathmin?like 2,,
1418899_at,14.57568,AI132708,NM_026435,Ufm1,ubiqui(n?fold modifier 1,,
1424171_a_at,14.56745,Glo2,BC004749,Hagh,hydroxyacyl glutathione hydrolase,,
1427003_at,14.53534,AI060890,BG072817,Ppp2r5c,"protein phosphatase 2, regulatory subunit B (B56), gamma isoform",,
1418300_a_at,14.53334,Mnk2,NM_021462,Mknk2,MAP kinase?interac(ng serine/threonine kinase 2,,
1440790_x_at,14.49487,null,BB394466,null,"BB394466 RIKEN full?length enriched, 0 day neonate cerebellum Mus musculus cDNA clone C230087O20 3', mRNA sequence.",,
1452653_at,14.44848,AI060884,AK018760,Slc25a22,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",,
1452261_at,14.42169,AA450458,BC006883,Shprh,SNF2 histone linker PHD RING helicase,,
1451218_at,14.40743,EDEM,BG064496,Edem1,"ER degrada(on enhancer, mannosidase alpha?like 1",,
1423644_at,14.39825,Irp1,BC005454,Aco1,aconitase 1,,
1417714_x_at,14.37388,Hba1,NM_008218,Hba-a1,"hemoglobin alpha, adult chain 1",,
1423799_at,14.36288,MGC6503,BI693609,Eif1,eukaryo(c transla(on ini(a(on factor 1,,
1436810_x_at,14.31338,2900010M23Rik,AV046927,Uqcc2,RIKEN cDNA 2900010M23 gene,,
1424252_at,14.30912,JKTBP,BC021374,Hnrnpdl,heterogeneous nuclear ribonucleoprotein D?like,,
1455627_at,14.30839,Col8a1,AV292255,null,"Procollagen, type VIII, alpha 1",,
1416884_at,14.28671,M32,BC018354,Cbx3,chromobox homolog 3 (Drosophila HP1 gamma),,
1441956_s_at,14.27747,Cutl1,BB025983,Cux1,Cut?like 1 (Drosophila),,
1458085_at,14.27589,Ubxd5,BQ174121,Ubxn11,UBX domain containing 5,,
1454777_at,14.26936,OATP?B,BB553107,Slco2b1,"solute carrier organic anion transporter family, member 2b1",,
1434687_at,14.20147,C730026J16,BE456566,null,Transcribed locus,,
1424966_at,14.18365,W64236,BC019416,Tmem40,transmembrane protein 40,,
1422608_at,14.17131,Arpp12,BE648432,Arpp19,cAMP?regulated phosphoprotein 19,,
1433723_s_at,14.15964,C80083,BB119541,Serf2,small EDRK?rich factor 2,,
1424461_at,14.15914,RBP50,BC004613,Dctn2,dynac(n 2,,
1421743_a_at,14.12481,Hnrpx,NM_011042,Pcbp2,poly(rC) binding protein 2,,
1428201_at,14.1105,AI854688,AK009653,Trir,2310036O2 RIKEN cDNA 2310036O22 gene,,
1439770_at,14.10023,6430598A04Rik,BB387298,Nyap1,"BB387298 RIKEN full?length enriched, 0 day neonate cerebellum Mus musculus cDNA clone C230051B03 3', mRNA sequence.",,
1419456_at,14.07367,0610038K04Rik,BC012247,Dcxr,dicarbonyl L?xylulose reductase,,
1418521_a_at,14.07316,Mtx,NM_013604,Mtx1,metaxin 1,,
1423887_a_at,14.04871,mKIAA0683,BC011077,Telo2,"TEL2, telomere maintenance 2, homolog (S. cerevisiae)",,
1419104_at,14.03574,AA673485,NM_025341,Abhd6,abhydrolase domain containing 6,,
1433774_x_at,14.02163,Cog1,AA238341,null,Component of oligomeric golgi complex 1,,
1457670_s_at,14.0029,Lmna,AV238225,null,Lamin A,,
1440733_at,13.99623,1200009O22Rik,BB181879,Tril,Transcribed locus,,
1443164_at,13.98002,Rufy2,BG069263,null,"H3074E04?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3074E04 3', mRNA sequence.",,
1434539_at,13.97988,Lrrn3,AI852420,null,"Leucine rich repeat protein 3, neuronal",,
1452767_at,13.90069,p180,AK019964,Rrbp1,ribosome binding protein 1,,
1441835_x_at,13.88862,Mtmr11,BB541632,null,Myotubularin related protein 11,,
1435219_x_at,13.87059,Cntd1,BG095529,null,Cyclin N?terminal domain containing 1,,
1416533_at,13.86669,Ier4,NM_053208,Egln2,EGL nine homolog 2 (C. elegans),,
1436019_a_at,13.8592,BET5,BE628649,Trappc1,trafficking protein par(cle complex 1,,
1437281_x_at,13.83527,Xab2,BB724877,null,XPA binding protein 2,,
1426820_at,13.83163,E1,BG065294,Bltp2,2610507B11RIKEN cDNA 2610507B11 gene,,
1437616_x_at,13.83063,Zdhhc14,BB530403,null,"BB530403 RIKEN full?length enriched, 0 day neonate lung Mus musculus cDNA clone E030009L12 3', mRNA sequence.",,
1443787_x_at,13.82461,Casp14,BB004809,null,"BB004809 RIKEN full?length enriched, 10 day neonate skin Mus musculus cDNA clone 4732462O14 3' similar to caspase?14",,
1456290_x_at,13.8194,Lcp1,BB813044,null,"BB813044 RIKEN full?length enriched, lung RCB?0558 LLC cDNA Mus musculus cDNA clone G730017H05 3', mRNA sequence.",,
1451385_at,13.7997,2310056P07Rik,BC010826,Fam162a,2310056P07RIKEN cDNA 2310056P07 gene,,
1417260_at,13.77983,MGC118033,NM_133671,U2af2,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2,,
1451608_a_at,13.77744,AI035228,BC024685,Tspan33,tetraspanin 33,,
1424264_at,13.76998,AU019660,BC013096,Med6,"mediator of RNA polymerase II transcrip(on, subunit 6 homolog (yeast)",,
1440133_x_at,13.75599,Prkar1b,BB283894,null,"Protein kinase, cAMP dependent regulatory, type I beta",,
1439429_x_at,13.70687,Brpf1,BB518874,null,"BB518874 RIKEN full?length enriched, 16 days neonate heart Mus musculus cDNA clone D830032G15 3', mRNA sequence.",,
1422614_s_at,13.70306,BLOS1,NM_015740,Bloc1s1,"biogenesis of lysosome?related organelles complex?1, subunit 1",,
1416034_at,13.68037,HAS,NM_009846,Cd24a,CD24a an(gen,,
1435012_x_at,13.67687,Ela3,BI439550,Cela3b,"Elastase 3, pancrea(c",,
1430124_x_at,13.6758,Akr1a1,AK009462,Akr1a1,"aldo?keto reductase family 1, member A4 (aldehyde reductase)",,
1415775_at,13.65911,mRbAp46,BC003785,Rbbp7,re(noblastoma binding protein 7,,
1434970_a_at,13.64955,Mrpl15,AV216669,null,"AV216669 RIKEN full?length enriched, ES cells Mus musculus cDNA clone 2410165L09 3', mRNA sequence.",,
1455042_at,13.64751,Tbl1,BF682509,Tbl1x,transducin (beta)?like 1 X?linked,,
1448513_a_at,13.61559,HE1,BC007190,Npc2,Niemann Pick type C2,,
1424104_at,13.60959,mp29,AY033432,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",,
1457009_at,13.57423,Rhobtb3,AW260070,null,Rho?related BTB domain containing 3,,
1425142_a_at,13.54975,Auf1,BC011172,Hnrnpd,heterogeneous nuclear ribonucleoprotein D,,
1422421_at,13.53804,CRS4C?5,NM_007846,Defa-rs12,"defensin related cryptdin, related sequence 12",,
1452000_s_at,13.5312,Strs,BC008612,Sars1,seryl?aminoacyl?tRNA synthetase,,
1428853_at,13.49802,Ptc,BG071079,Ptch1,patched homolog 1,,
1445174_at,13.49121,null,BG071676,null,"H3101H08?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3101H08 3', mRNA sequence.",,
1436726_s_at,13.48068,Sptlc1,BB470898,null,"Serine palmitoyltransferase, long chain base subunit 1",,
1436349_at,13.472,Selh,BI408855,Selenoh,2700094K13RIKEN cDNA 2700094K13 gene,,
1424572_a_at,13.46802,mH2a1,AF171080,Macroh2a1,"H2A histone family, member Y",,
1424877_a_at,13.46768,Lv,BC018236,Alad,"aminolevulinate, delta?, dehydratase",,
1457109_x_at,13.46453,EG636947,BB699603,null,"Predicted gene, EG636947",,
1443803_x_at,13.4593,Hoxa5,BB388649,null,Homeo box A5,,
1436703_x_at,13.4434,Snapc2,BB461550,null,"Small nuclear RNA ac(va(ng complex, polypep(de 2",,
1416495_s_at,13.43659,Ndufs5,NM_134104,null,NADH dehydrogenase (ubiquinone) Fe?S protein 5,,
1423628_s_at,13.41914,Pcdhgc3,BB731207,null,"Protocadherin gamma subfamily C, 3",,
1443636_at,13.41279,null,BB283740,null,"BB283740 RIKEN full?length enriched, adult re(na Mus musculus cDNA clone A930103D13 3', mRNA sequence.",,
1419471_a_at,13.41011,SIG?92,NM_010948,Nudc,nuclear distribu(on gene C homolog (Aspergillus),,
1447796_at,13.40129,Nop17,AV262174,Pih1d1,NOP17,,
1454757_s_at,13.39429,ISG12a,"AW554405 D12Ertd647DNA segment, Chr 12, ERATO Doi 647, expressed",Ifi27,null,,
1428174_x_at,13.36876,KSRP,BQ174458,Khsrp,KH?type splicing regulatory protein,,
1447169_at,13.35006,Odz1,BB284628,Tenm1,Odd Oz/ten?m homolog 1 (Drosophila),,
1451290_at,13.33756,1010001H21Rik,BC010596,Map1lc3a,microtubule?associated protein 1 light chain 3 alpha,,
1420252_at,13.33358,null,AV172782,null,"AV172782 Mus musculus brain C57BL/6J adult Mus musculus cDNA clone 3632410N05, mRNA sequence.",,
1448235_s_at,13.33264,Hmg1,BF166000,Hmgb1,high mobility group box 1,,
1441859_x_at,13.31981,Ccdc64,BB167026,Bicdl1,Coiled?coil domain containing 64,,
1447856_x_at,13.31825,Slc25a25,BB186319,null,"BB186319 RIKEN full?length enriched, adult male spinal cord Mus musculus cDNA clone A330032M22 3', mRNA sequence.",,
1448113_at,13.30144,SMN,BC010581,Stmn1,stathmin 1,,
1417997_at,13.28316,Ngb,NM_022414Ngb,null,neuroglobin,,
1429500_at,13.25573,MMPa?2,C85630,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",,
1452927_x_at,13.25208,Tpi,AW537828 ,Tpi1,triosephosphate isomerase 1,,
1416269_at,13.24505,1110019H14Rik,NM_02058,Atp5mf,"ATP synthase, H+ transpor(ng, mitochondrial F0 complex, subunit f, isoform 2",,
1422660_at,13.21503,Rbm3,AY052560,null,"RBM3; Mus musculus RNA?binding mo(f protein 3 mRNA, complete cds.",,
1435840_x_at,13.21341,LOC625360,AI452166,Tcstv4,"Similar to 2?cell?stage, variable group, member 3",,
1420008_s_at,13.2084,Kibra,AU017197,Wwc1,"WW, C2 and coiled?coil domain containing 1",,
1439420_x_at,13.20776,Npc2,BB208329,null,"BB208329 RIKEN full?length enriched, 0 day neonate thymus Mus musculus cDNA clone similar to gamma?glutamyl leukotrienase",,
1416429_a_at,13.2066,Cas1,NM_009804,Cat,catalase,,
1426351_at,13.19992,Hsp60,AI648003,Hspd1,heat shock protein 1 (chaperonin),,
1440726_at,13.19066,Paip2,BB667326,null,Polyadenylate?binding protein?interac(ng protein 2,,
1424578_at,13.17948,AI957342,BC018501,Arrdc1,arres(n domain containing 1,,
1447698_x_at,13.1786,Lsm12,AV094016,null,LSM12 homolog (S. cerevisiae),,
1423045_at,13.16542,C79367,BE285362,Ncbp2,nuclear cap binding protein subunit 2,,
1434988_x_at,13.143,Aldh2,AI462635,null,"Aldehyde dehydrogenase 2, mitochondrial",,
1420860_at,13.1386,(alpha)9,NM_133721,Itga9,integrin alpha 9,,
1438379_x_at,13.12132,2310007F21Rik,AV330311,Aagab,"AV330311 RIKEN full?length enriched, adult male medulla oblongata Mus musculus cDNA clone 6330512P12 3', mRNA sequence.",,
1446052_at,13.11481,null,BG067939,null,"H3059H06?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3059H06 3', mRNA sequence.",,
1450838_x_at,13.10795,Rpl37,AV110626,null,Ribosomal protein L37,,
1448143_at,13.08803,Ahd?5,NM_009656,Aldh2,"aldehyde dehydrogenase 2, mitochondrial",,
1437238_x_at,13.08254,Nmd3,BB233370,null,NMD3 homolog (S. cerevisiae),,
1430188_at,13.07777,2810022L20Rik,AK012792,1700037C18Rik,1700037C18RIKEN cDNA 1700037C18 gene,,
1416605_at,13.07273,Nhp2,BC024944,null,"nucleolar protein family A, member 2",,
1439628_x_at,13.07062,Dct,AV364767,null,"AV364767 RIKEN full?length enriched, 16 days embryo lung Mus musculus cDNA clone similar to rab?related GTP?binding protein",,
1429641_x_at,13.069,MGC144697,AK009001,Lce3b,2310007F04RIKEN cDNA 2310007F04 gene,,
1450061_at,13.06611,Nrpb,BM120053 ,Enc1,ectodermal?neural cortex 1,,
1437313_x_at,13.06186,Hmgb2,C85885,null,High mobility group box 2,,
1424199_at,13.06006,Seh1,AW537349 ,Seh1l,SEH1?like (S. cerevisiae,,
1426677_at,13.04768,Fln1,BM233746 ,Flna,"filamin, alpha",,
1435415_x_at,13.03817,Marcksl1,BB491008,null,MARCKS?like 1,,
1460609_at,13.03812,Ints8,BB224305,null,Integrator complex subunit 8,,
1436756_x_at,13.02998,Hadhsc,BB114220,Hadh,"BB114220 RIKEN full?length enriched, adult male urinary bladder cDNA clone similar to 3?hydroxyacyl CoA dehydrogenase",,
1447653_x_at,13.02261,Rpl24,AV153119,null,Ribosomal protein L24,,
1447671_x_at,13.01352,Fbxo6,BB359704,null,F?box protein 6,,
1438608_at,13.01207,Tnni2,AV007148,null,"Troponin I, skeletal, fast 2",,
1447991_at,13.00771,Pcsk2,AI839700,null,"UI?M?AN0?acp?f?04?0?UI.s1 NIH_BMAP_MBG Mus musculus cDNA clone UI?M?AN0?acp?f?04?0?UI 3', mRNA sequence.",,
1443747_at,12.97436,D3Ertd300e,BB098645,Supt20,"DNA segment, Chr 3, ERATO Doi 300, expressed",,
1421630_at,12.97374,Zfy?1,NM_009570,Zfy1,"zinc finger protein 1, Y linked",,
1417219_s_at,12.97031,TB10,NM_025284,Tmsb10,"thymosin, beta 10",,
1455810_a_at,12.95548,E130112L23Rik,BI412259,Arhgef40,RIKEN cDNA E130112L23 gene,,
1423040_at,12.94078,MGC6434,AV144956,Bzw1,basic leucine zipper and W2 domains 1,,
1419457_at,12.9371,RIP2,BG069493,Arhgef28,Rho?guanine nucleo(de exchange factor,,
1441910_x_at,12.92349,Ccne1,BB293079,null,Cyclin E1,,
1426124_a_at,12.92069,STY,U21209,Clk1,CDC?like kinase 1,,
1416394_at,12.91586,Rap46,NM_009736,Bag1,Bcl2?associated athanogene 1,,
1439759_x_at,12.90704,AV101767,AV101767,Sult6b1,2410078J06RIKEN cDNA 2410078J06 gene,,
1448202_x_at,12.90475,Preli,NM_0255962610524G07RIKEN cDNA 2610524G07 gene,Prelid1,null,,
1426964_at,12.8716,MGC107537,AK013984,Abracl,3110003A17RIKEN cDNA 3110003A17 gene,,
1450732_a_at,12.86845,KIAA0699,NM_029791,Bicd2,bicaudal D homolog 2 (Drosophila),,
1438290_x_at,12.86687,Sopc,AV169310,Sftpc,"AV169310 Mus musculus head C57BL/6J 13?day embryo Mus musculus cDNA clone 3110083M07, mRNA sequence.",,
1415887_at,12.86588,AI173908,NM_019678,Tfg,Trk?fused gene,,
1452932_at,12.85977,Lrf,AK010379,Zbtb7a,zinc finger and BTB domain containing 7a,,
1439434_x_at,12.85889,Pcmt1,BB317673,null,Protein?L?isoaspartate (D?aspartate) O?methyltransferase 1,,
1418713_at,12.8403,Dcoh,NM_025273,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimeriza(on cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,,
