id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
GK,2710,300474,ENSG00000198814,8363,4289,Xp21.3,1,ID data freeze 388,5,M,Mendelian X-linked,recessive,0,HYPERGLYCEROLEMIA,HYPERGLYCEROLEMIA; HYPERGLYCEROLEMIA,0,307030,mitochondria,1,1
GLDC,2731,238300,ENSG00000178445,1996,4313,9p22,0,ID data freeze 388,2,"C, E, (G), H, M",Mendelian autosomal,recessive,0,GLYCINE ENCEPHALOPATHY,GLYCINE ENCEPHALOPATHY; GCE,0,605899,mitochondria,1,1
GLI2,2736,165230,ENSG00000074047,1312,4318,2q14,0,ID data freeze 388,7,"(C), K, L1, Ua, Uc",Mendelian autosomal,dominant,1,HOLOPROSENCEPHALY,HOLOPROSENCEPHALY 9; HPE9,0,610829,"chromatin, hedgehog signaling, metabolism, nervous system development, RNA metabolism, transcription",1,1
GLI3,2737,165240,ENSG00000106571,1313,4319,7p13,0,ID data freeze 388,7,"C, F, K, L1, Ua",Mendelian autosomal,dominant,0,"GREIG CEPHALOPOLYSYNDACTYLY SYNDROME; PALLISTER-HALL SYNDROME; POLYDACTYLY, POSTAXIAL; POLYDACTYLY, PREAXIAL","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME; GCPS; PALLISTER-HALL SYNDROME; PHS; POLYDACTYLY, POSTAXIAL, TYPE A1; PAPA1; POLYDACTYLY, PREAXIAL IV",1,175700; 146510; 174200; 174700,"chromatin, hedgehog signaling, metabolism, nervous system development, protein transport, RNA metabolism, transcription, transporters, Wnt signaling",1,1
GMPPA,29926,615495,ENSG00000144591,13588,22923,2q35,0,ID data freeze 650,5,"H, T",Mendelian autosomal,recessive,0,"ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR",0,615510,glycosylation,0,0
GMPPB,29925,615320,ENSG00000173540,13589,22932,3p21.31,0,ID data freeze 650,"1, 5","A, B, E, H, L1, L2, Q, T, Uc",Mendelian autosomal,recessive,1,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14; MDDGA14; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 14; MDDGB14; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14",0,615350; 615351; 615352,"glycosylation, mitochondria",0,0
GNAO1,2775,139311,ENSG00000087258,757,4389,16q13,1,ID data freeze 650,2,"E, H, L2",Mendelian autosomal,dominant,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17; EIEE17",0,615473,"dopamin receptor signaling, ion transport, metabolism, nervous system development, transporters",0,0
GNAS,2778,139320,ENSG00000087460,761,4392,20q13.3,1,ID data freeze 388,"5, 8a","A, K, N",Mendelian autosomal; Somatic,dominant; N/A,0,"PSEUDOHYPOPARATHYROIDISM; MCCUNE-ALBRIGHT SYNDROME; OSSEOUS HETEROPLASIA, PROGRESSIVE; PSEUDOPSEUDOHYPOPARATHYROIDISM; ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA; PITUITARY ADENOMA, GROWTH HORMONE-SECRETING","PSEUDOHYPOPARATHYROIDISM, TYPE IA; PHP1A; MCCUNE-ALBRIGHT SYNDROME; MAS; OSSEOUS HETEROPLASIA, PROGRESSIVE; POH; PSEUDOHYPOPARATHYROIDISM, TYPE IB; PHP1B; PSEUDOHYPOPARATHYROIDISM, TYPE IC; PHP1C; PSEUDOPSEUDOHYPOPARATHYROIDISM; PPHP; ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA; AIMAH; PITUITARY ADENOMA, GROWTH HORMONE-SECRETING",1,103580; 174800; 166350; 603233; 612462; 612463; 219080; 102200,"dopamin receptor signaling, glutamate receptor signaling, MAPK signaling, metabolism, protein transport, small GTPase signaling, transporters, vesicle transport",1,1
GNPAT,8443,602744,ENSG00000116906,4120,4416,1q42,1,ID data freeze 388,5,"A, M, (T), U",Mendelian autosomal,recessive,1,RHIZOMELIC CHONDRODYSPLASIA PUNCTATA,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2; RCDP2",0,222765,"mitochondria, nervous system development, peroxisome, synapse",1,1
GNS,2799,607664,ENSG00000135677,9637,4422,12q14,0,ID data freeze 388,"5, 8b","G, H, M, P",Mendelian autosomal,recessive,0,MUCOPOLYSACCHARIDOSIS,MUCOPOLYSACCHARIDOSIS TYPE IIID,0,252940,NULL,0,0
GON4L,54856,610393,ENSG00000116580,13370,25973,1q22,0,ID data freeze 650,2,NULL,Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,"chromatin, metabolism, RNA metabolism, transcription",0,0
GPC3,2719,300037,ENSG00000147257,2074,4451,Xq26.1,0,ID data freeze 388,4,"F, I, Ua, Ub, Uc, V, W, X",Mendelian X-linked,not sure,0,SIMPSON-GOLABI-BEHMEL SYNDROME,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",0,312870,"BMP signaling, hedgehog signaling, metabolism, RNA metabolism, transcription, transporters, vesicle transport, Wnt signaling",1,1
GPHN,10243,603930,ENSG00000171723,4893,15465,14q23.3,1,ID data freeze 388,8b,"C, E, G",Mendelian autosomal,not sure; recessive,1,HEREDITARY HYPEREKPLEXIA; MOLYBDENUM COFACTOR DEFICIENCY,"HEREDITARY HYPEREKPLEXIA; MOLYBDENUM COFACTOR DEFICIENCY, TYPE C",0,252150,synapse,1,1
GPR56,9289,604110,ENSG00000205336,6824,4512,16q13,0,ID data freeze 388,2,"E, H, L2",Mendelian autosomal,recessive,0,POLYMICROGYRIA,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL",0,606854,"MAPK signaling, nervous system development, small GTPase signaling",0,0
GRIA3,2892,305915,ENSG00000125675,2378,4573,Xq25,1,ID data freeze 388,6,H,Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED, SYNDROMIC, WU TYPE; MRXSW; MENTAL RETARDATION, X-LINKED, SYNDROMIC, WU TYPE; MRXSW",0,300699,"glutamate receptor signaling, ion transport, synapse, transporters",1,1
GRIK2,2898,138244,ENSG00000164418,692,4580,6q16.3,0,ID data freeze 388,6,NULL,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6",0,611092,"glutamate receptor signaling, ion transport, protein transport, synapse, transporters",0,1
GRIN1,2902,138249,ENSG00000176884,15926,4584,9q34.3,1,ID data freeze 650,3,"(B), E",Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 8; MRD8",0,614254,"glutamate receptor signaling, ion transport, metabolism, nervous system development, RNA metabolism, synapse, transcription, transporters",0,0
GRIN2A,2903,138253,ENSG00000183454,698,4585,16p13.2,1,ID data freeze 650,6,"E, P",Mendelian autosomal,dominant,0,EPILEPSY WITH NEURODEVELOPMENTAL DEFECTS,EPILEPSY WITH NEURODEVELOPMENTAL DEFECTS; EPND,0,613971,"glutamate receptor signaling, ion transport, metabolism, nervous system development, synapse, transporters",0,0
GRIN2B,2904,138252,ENSG00000150086,697,4586,12p12,1,ID data freeze 650,6,P,Mendelian autosomal,dominant,0,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 6; MRD6",0,613970,"glutamate receptor signaling, ion transport, synapse, transporters",0,0
GRM1,2911,604473,ENSG00000152822,5129,4593,6q24,0,ID data freeze 650,5,"(A), G, H, L2, T",Mendelian autosomal,recessive,0,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13",0,614831,"glutamate receptor signaling, MAPK signaling, metabolism, synapse",0,0
GSS,2937,601002,ENSG00000100983,3000,4624,20q11.2,0,ID data freeze 388,5,"H, M, R",Mendelian autosomal,recessive,0,"GLUTATHIONE SYNTHETASE DEFICIENCY; GLUTATHIONE SYNTHETASE DEFICIENCY OF ERYTHROCYTES, HEMOLYTIC ANEMIA DUE TO","GLUTATHIONE SYNTHETASE DEFICIENCY; GSSD; GLUTATHIONE SYNTHETASE DEFICIENCY OF ERYTHROCYTES, HEMOLYTIC ANEMIA DUE TO; GSSDE",0,266130; 231900,nervous system development,0,0
GTF2H5,404672,608780,ENSG00000272047,10581,21157,6q25.3,0,ID data freeze 388,5,"A, (H), S",Mendelian autosomal,recessive,0,TRICHOTHIODYSTROPHY,"TRICHOTHIODYSTROPHY, PHOTOSENSITIVE; TTDP",0,601675,"DNA repair, metabolism, RNA metabolism, transcription",0,0
GUSB,2990,611499,ENSG00000169919,2018,4696,7q21.11,0,ID data freeze 388,5,"A, M, U",Mendelian autosomal,recessive,0,MUCOPOLYSACCHARIDOSIS,MUCOPOLYSACCHARIDOSIS TYPE VII,0,253220,NULL,0,0
HAX1,10456,605998,ENSG00000143575,12075,16915,1q21.3,0,ID data freeze 650,8a,"E, H, I, J",Mendelian autosomal,recessive,0,"NEUTROPENIA, SEVERE CONGENITAL","NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3",0,610738,"actin, metabolism, mitochondria, RNA metabolism, transcription",0,0
HCCS,3052,300056,ENSG00000004961,2085,4837,Xp22.3,0,ID data freeze 388,7,"S, T",Mendelian X-linked,dominant,0,"MICROPHTHALMIA, SYNDROMIC","MICROPHTHALMIA, SYNDROMIC 7; MCOPS7",0,309801,mitochondria,1,1
HCFC1,3054,300019,ENSG00000172534,2061,4839,Xq28,0,ID data freeze 650,6,(P),Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 3; MRX3",0,309541,"cell cycle, chromatin, metabolism, mitochondria, RNA metabolism, transcription",0,0
HDAC4,9759,605314,ENSG00000068024,5610,14063,2q37.3,0,ID data freeze 650,5,"P, Ua",Mendelian autosomal,dominant,0,BRACHYDACTYLY-MENTAL RETARDATION SYNDROME,BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR,0,600430,"actin, cardiac muscle contraction, chromatin, metabolism, nervous system development, RNA metabolism, synapse, transcription",0,0
HDAC8,55869,300269,ENSG00000147099,2227,13315,Xq13,0,ID data freeze 650,"2, 5","A, K, N, Ua",Mendelian X-linked,not sure,0; 1,CORNELIA DE LANGE SYNDROME; WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,CORNELIA DE LANGE SYNDROME 5; CDLS5; WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME; WTS,0,300882; 309585,"cell cycle, chromatin, chromosome segregation, metabolism, RNA metabolism, transcription",0,0
HEPACAM,220296,611642,ENSG00000165478,8068,26361,11q24.2,0,ID data freeze 650,8b,"E, F, G, H, L2, P",Mendelian autosomal,dominant; recessive,0,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS,"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION; MLC2B; MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A",0,613926; 613925,cell cycle,0,0
HERC2,8924,605837,ENSG00000128731,6905,4868,15q13,0,ID data freeze 650,5,"(E), P",Mendelian autosomal,recessive,0,"GLOBAL DEVELOPMENTAL DELAY AND AUTISM SPECTRUM DISORDER, ANGELMAN LIKE","GLOBAL DEVELOPMENTAL DELAY AND AUTISM SPECTRUM DISORDER, ANGELMAN LIKE",0,NULL,"centrosome, DNA repair, metabolism, microtubule, mitochondria, protein transport, transporters, ubiquitination",0,0
HESX1,8820,601802,ENSG00000163666,3482,4877,3p14.3,0,ID data freeze 388,7,"K, L1",Mendelian autosomal,recessive,0,SEPTOOPTIC DYSPLASIA,SEPTOOPTIC DYSPLASIA,0,182230,"chromatin, metabolism, nervous system development, RNA metabolism, transcription",0,0
HIST1H4B,8366,602829,ENSG00000124529,11920,4789,6p22.1,0,ID data freeze 650,2,"B, T",Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,NULL,0,0
HIST3H3,8290,602820,ENSG00000168148,4156,4778,1q42,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,chromatin,0,0
HLCS,3141,609018,ENSG00000159267,8360,4976,21q22.13,0,ID data freeze 388,8b,"C, M",Mendelian autosomal,recessive,0,HOLOCARBOXYLASE SYNTHETASE DEFICIENCY,HOLOCARBOXYLASE SYNTHETASE DEFICIENCY,0,253270,"chromatin, mitochondria",1,1
HOXA1,3198,142955,ENSG00000105991,843,5099,7p15.3,0,ID data freeze 388,5,"H, O, V",Mendelian autosomal,recessive,0,ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME,ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME; ABDS,0,601536,"metabolism, nervous system development, RNA metabolism, transcription",1,1
HPD,3242,609695,ENSG00000158104,2041,5147,12q24.31,0,ID data freeze 388,5,"H, M",Mendelian autosomal,recessive; dominant,1; 0,TYROSINEMIA; HAWKINSINURIA,"TYROSINEMIA, TYPE III; HAWKINSINURIA",0,276710; 140350,NULL,1,1
HPRT1,3251,308000,ENSG00000165704,2388,5157,Xq26.1,0,ID data freeze 388,2,"H, M, P",Mendelian X-linked,recessive,0,LESCH-NYHAN SYNDROME; KELLEY-SEEGMILLER SYNDROME,LESCH-NYHAN SYNDROME; LNS; KELLEY-SEEGMILLER SYNDROME,0,300322; 300323,"metabolism, nervous system development",0,0
HRAS,3265,190020,ENSG00000174775,1813,5173,11p15.5,0,ID data freeze 388,"1, 7","A, I, L1, S, T, U, V",Mendelian autosomal; Somatic,dominant; N/A,0,COSTELLO SYNDROME; SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME,COSTELLO SYNDROME; SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM,0,218040; 163200,"actin, cell cycle, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, small GTPase signaling, synapse, transcription, transporters, vesicle transport",1,1
HSD17B10,3028,300256,ENSG00000072506,2223,4800,Xp11.2,0,ID data freeze 388,"5, 8b","C, G, H, M, P",Mendelian X-linked,recessive; not sure,1; 0,"MENTAL RETARDATION, X-LINKED; 17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY","MENTAL RETARDATION, X-LINKED, SYNDROMIC 10; MRXS10; 17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY; MENTAL RETARDATION, X-LINKED 17; MRX17",0,300220; 300438; 300705,"mitochondria, RNA metabolism",1,1
HUWE1,10075,300697,ENSG00000086758,6608,30892,Xp11.22,0,ID data freeze 650,6,F,Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE","MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST",0,300706,"chromatin, DNA repair, ubiquitination",0,0
IDS,3423,300823,ENSG00000010404,2402,5389,Xq28,0,ID data freeze 388,8b,"A, C, F, G, M, P, Ub, V",Mendelian X-linked,recessive,0,MUCOPOLYSACCHARIDOSIS,MUCOPOLYSACCHARIDOSIS TYPE II,0,309900,NULL,1,1
IDUA,3425,252800,ENSG00000127415,2016,5391,4p16.3,0,ID data freeze 388,"5, 8a, 8b","A, C, G, M, T, Ub, V",Mendelian autosomal,recessive,0,MUCOPOLYSACCHARIDOSIS,HURLER SYNDROME; HURLER-SCHEIE SYNDROME; SCHEIE SYNDROME,0,607014; 607015; 607016,NULL,1,1
IER3IP1,51124,609382,ENSG00000134049,13727,18550,18q12,0,ID data freeze 650,2,"B, C, E, H, K, L2",Mendelian autosomal,recessive,1,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME","MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS",0,614231,NULL,0,0
IFT172,26160,607386,ENSG00000138002,9576,30391,2p23.3,0,ID data freeze 650,7,"(C), L1, N, T, U, W",Mendelian autosomal,recessive,0,Jeune syndrome and Mainzer-Saldino syndrome,Jeune syndrome and Mainzer-Saldino syndrome,0,NULL,"Cilia, hedgehog signaling, nervous system development",0,0
IGF1,3479,147440,ENSG00000017427,936,5464,12q23.2,0,ID data freeze 388,5,"A, K",Mendelian autosomal,recessive,1,INSULIN-LIKE GROWTH FACTOR I DEFICIENCY,INSULIN-LIKE GROWTH FACTOR I DEFICIENCY,0,608747,"cell cycle, MAPK signaling, metabolism, nervous system development, protein transport, RNA metabolism, small GTPase signaling, transcription, transporters, vesicle transport",0,0
IKBKG,8517,300248,ENSG00000073009,2217,5961,Xq28,0,ID data freeze 388,8a,"S, T",Mendelian X-linked,dominant; recessive,0,"INCONTINENTIA PIGMENTI; ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH IMMUNE DEFICIENCY; IMMUNODEFICIENCY WITHOUT ANHIDROTIC ECTODERMAL DYSPLASIA; ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH IMMUNODEFICIENCY, OSTEOPETROSIS, AND LYMPHEDEMA; NVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED","INCONTINENTIA PIGMENTI; IP; ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH IMMUNE DEFICIENCY; IMMUNODEFICIENCY WITHOUT ANHIDROTIC ECTODERMAL DYSPLASIA; ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH IMMUNODEFICIENCY, OSTEOPETROSIS, AND LYMPHEDEMA; OLEDAID; NVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2; IPD2",0,308300; 300291; 300584; 300301; 300640,"MAPK signaling, metabolism, RNA metabolism, transcription",1,1
IL1RAPL1,11141,300206,ENSG00000169306,2193,5996,Xp22.1-p21.3,0,ID data freeze 388,6,(P),Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 21; MRX21",0,300143,"ion transport, nervous system development, synapse, transporters, vesicle transport",0,0
INPP4A,3631,600916,ENSG00000040933,2949,6074,2q11.2,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,NULL,0,0
INPP5E,56623,613037,ENSG00000148384,17151,21474,9q34.3,0,ID data freeze 388,5,"H, L2, N, T, W, (W)",Mendelian autosomal,recessive,1; 0,"MORM, MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS; JOUBERT SYNDROME","MORM, MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS; JOUBERT SYNDROME; JBTS",0,610156; 213300,Cilia,1,1
IQSEC2,23096,300522,ENSG00000124313,10012,29059,Xp11.22,1,ID data freeze 388,3,"(E), (P)",Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 1; MRX1",0,309530,"actin, MAPK signaling, metabolism, small GTPase signaling, transporters, vesicle transport",1,1
ISPD,729920,614631,ENSG00000214960,NULL,37276,7p21.2,0,ID data freeze 650,1,"C, L1, Q, T",Mendelian autosomal,recessive,0,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7; MDDGA7",0,614643,"glycosylation, nervous system development",0,0
JAM3,83700,606871,ENSG00000166086,6042,15532,11q25,0,ID data freeze 650,8b,"C, (E), H, L2, T, W",Mendelian autosomal,recessive,0,"HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS","HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS; HDBSCC",0,613730,"actin, nervous system development",0,0
KANSL1,284058,612452,ENSG00000120071,11254,24565,17q21.31,0,ID data freeze 650,5,H,Mendelian autosomal,dominant,1,KOOLEN-DE VRIES SYNDROME,KOOLEN-DE VRIES SYNDROME; KDVS,0,610443,chromatin,0,0
KAT6B,23522,605880,ENSG00000156650,7065,17582,10q22.2,0,ID data freeze 650,1,"B, K, L1, T, U, V, W",Mendelian autosomal,dominant,0,OHDO SYNDROME; GENITOPATELLAR SYNDROME,"OHDO SYNDROME, SBBYS VARIANT; SBBYSS; GENITOPATELLAR SYNDROME; GTPTS",0,603736; 606170,"chromatin, metabolism, RNA metabolism, transcription",0,0
KCNJ11,3767,600937,ENSG00000187486,9022,6257,11p15.1,0,ID data freeze 388,5,"E, H, M",Mendelian autosomal,dominant,0,"DIABETES MELLITUS, PERMANENT NEONATAL; DIABETES MELLITUS, TRANSIENT NEONATAL; HYPERINSULINEMIC HYPOGLYCEMIA","DIABETES MELLITUS, PERMANENT NEONATAL; PNDM; DIABETES MELLITUS, TRANSIENT NEONATAL, 3; HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 2; HHF2",0,606176; 610582; 601820,"ion transport, mitochondria, synapse, transporters",0,0
KCNK9,51305,605874,ENSG00000169427,16167,6283,8q24.3,0,ID data freeze 388,2,"H, P, Q",Mendelian autosomal,dominant,1,BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME,BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME; BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME,0,612292,"ion transport, synapse, transporters",1,1
KCNQ2,3785,602235,ENSG00000075043,3757,6296,20q13.3,1,ID data freeze 650,5,"E, H, L2",Mendelian autosomal,dominant,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE; SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7; EIEE7; SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1",0,613720; 121200,"ion transport, nervous system development, synapse, transporters",0,0
KCNT1,57582,608167,ENSG00000107147,NULL,18865,9q34.3,0,ID data freeze 650,"2, 5","B, E, G, H, L2, P",Mendelian autosomal,dominant,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE; EPILEPSY, NOCTURNAL FRONTAL LOBE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14; EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5",0,614959; 615005,"ion transport, transporters",0,0
KCTD7,154881,611725,ENSG00000243335,13770,21957,7q11.21,0,ID data freeze 650,8b,"E, G, H",Mendelian autosomal,recessive,0,"EPILEPSY, PROGRESSIVE MYOCLONIC","EPILEPSY, PROGRESSIVE MYOCLONIC 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS; EPM3",0,611726,NULL,0,0
KDM5A,5927,180202,ENSG00000073614,8915,9886,12p11,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"chromatin, metabolism, RNA metabolism, transcription",0,0
KDM5C,8242,314690,ENSG00000126012,2442,11114,Xp11.22-p11.21,0,ID data freeze 388,"5, 6","A, (B), E, H, P",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ",0,300534,"chromatin, metabolism, RNA metabolism, transcription",1,1
KDM6A,7403,300128,ENSG00000147050,2131,12637,Xp11.2,0,ID data freeze 650,4,"A, B, Ua, V",Mendelian X-linked,not sure,1,KABUKI SYNDROME,KABUKI SYNDROME 2; KABUK2,0,300867,"chromatin, nervous system development, Wnt signaling",0,0
KDM6B,23135,611577,ENSG00000132510,NULL,29012,17p13.1,0,ID data freeze 650,5,Ua,Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,"chromatin, metabolism, RNA metabolism, transcription",0,0
KIAA1279,26128,609367,ENSG00000198954,13848,23419,10q22.1,0,ID data freeze 388,1,"B, L1, X",Mendelian autosomal,recessive,1,GOLDBERG-SHPRINTZEN MEGACOLON SYNDROME,GOLDBERG-SHPRINTZEN MEGACOLON SYNDROME,0,609460,"mitochondria, nervous system development, transporters",1,1
KIAA2022,340533,300524,ENSG00000050030,15957,29433,Xq13.3,0,ID data freeze 650,5,"A, B, E, P, (T)",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 98; MRX98",0,300912,"cell cycle, DNA repair, RNA metabolism",0,0
KIF11,3832,148760,ENSG00000138160,1023,6388,10q24.1,0,ID data freeze 650,5,"B, T",Mendelian autosomal,dominant,0,"MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION","MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR",0,152950,"cell cycle, centrosome, microtubule",0,0
KIF2A,3796,602591,ENSG00000068796,3996,6318,5q12-q13,1,ID data freeze 650,1,"B, E, H, L1",Mendelian autosomal,dominant,1,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2; CDCBM2",0,615282,"cell cycle, centrosome, microtubule, nervous system development",0,0
KIF5C,3800,604593,ENSG00000168280,NULL,6325,2q23.1,1,ID data freeze 650,1,"A, B, E, H, L1",Mendelian autosomal,dominant,1,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3; CDCBM3",0,615411,"microtubule, transporters",0,0
KIF7,374654,611254,ENSG00000166813,14187,30497,15q26.1,0,ID data freeze 650,4,"F, L1, Ua",Mendelian autosomal,recessive,0,ACROCALLOSAL SYNDROME; HYDROLETHALUS SYNDROME,ACROCALLOSAL SYNDROME; ACLS; HYDROLETHALUS SYNDROME 2; HLS2,0,200990; 614120,"hedgehog signaling, microtubule",0,0
KMT2A,4297,159555,ENSG00000118058,1162,7132,11q23,0,ID data freeze 650,5,"A, S",Mendelian autosomal,dominant,0,"HAIRY ELBOWS, SHORT STATURE, FACIAL DYSMORPHISM, AND DEVELOPMENTAL DELAY","HAIRY ELBOWS, SHORT STATURE, FACIAL DYSMORPHISM, AND DEVELOPMENTAL DELAY",0,605130,"chromatin, metabolism, RNA metabolism, transcription, transporters",0,0
